
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","3.0","21.0","0.0","1.5","14.0","0.0","T","0.0","1.5","0.0","64.0","50.5"
"02","1.5","67.5","0.5","44.5","26.0","0.0","1.0","42.5","28.5","0.0","43.5","57.5"
"03","2.0","70.0","T","12.0","8.5","0.5","T","0.0","55.5","0.0","27.5","27.0"
"04","22.0","63.0","0.0","0.0","7.5","0.0","0.5","0.0","88.0","0.0","34.5","77.5"
"05","2.5","4.0","T","0.0","12.5","0.0","3.5","0.0","7.5","17.0","5.0","82.5"
"06","8.5","8.5","10.5","T","T","15.0","T","0.0","48.0","54.0","16.0","11.0"
"07","7.5","2.5","50.0","1.5","0.0","44.0","0.0","0.0","T","89.5","30.0","63.0"
"08","T","1.0","T","1.0","8.0","62.0","0.0","0.0","0.0","25.0","22.5","33.5"
"09","3.0","25.5","0.0","0.0","1.5","5.0","0.0","0.0","0.0","41.0","T","52.5"
"10","3.5","12.5","0.0","0.0","24.0","1.0","0.0","0.0","T","3.5","T","27.0"
"11","18.0","T","0.0","0.0","5.0","7.0","0.0","0.0","18.0","1.5","5.0","63.0"
"12","2.5","6.5","0.0","0.0","28.0","12.5","0.0","0.0","38.5","27.5","0.0","10.5"
"13","0.5","32.0","0.0","T","4.5","0.0","0.0","0.0","18.5","5.5","0.5","21.5"
"14","0.0","31.5","0.0","32.0","69.5","T","0.0","0.0","1.0","8.5","0.5","40.5"
"15","T","6.0","0.0","7.5","62.0","7.5","0.0","0.0","0.0","41.0","0.0","58.0"
"16","11.0","9.5","0.0","T","76.5","8.0","0.0","0.0","1.0","199.0","74.0","59.5"
"17","72.5","108.0","T","T","10.5","0.5","12.0","0.0","0.0","90.5","0.0","32.0"
"18","27.5","66.0","0.5","T","0.5","T","0.0","8.5","T","8.5","1.5","0.0"
"19","19.5","38.5","1.5","0.5","35.5","16.5","11.0","1.0","0.0","T","T","0.0"
"20","9.0","27.5","T","1.5","0.5","0.0","T","0.5","0.0","T","2.0","0.0"
"21","55.5","72.0","1.0","T","0.5","T","0.0","0.0","T","35.0","3.5","6.5"
"22","57.5","88.0","24.0","0.0","9.0","0.0","0.0","0.0","0.0","37.0","0.5","0.0"
"23","T","54.0","34.0","0.0","0.5","T","0.0","0.0","0.0","19.0","26.0","0.0"
"24","2.5","6.5","0.5","T","40.5","T","0.0","0.0","18.5","0.0","99.0","0.0"
"25","1.5","8.0","0.5","T","98.0","1.5","0.0","T","36.5","0.0","39.0","0.0"
"26","1.0","0.0","24.0","0.0","79.0","0.0","0.0","0.0","51.5","T","5.5","T"
"27","2.0","0.0","37.5","T","60.5","0.0","0.0","0.0","0.0","1.5","1.5","1.0"
"28","46.0","0.0","80.0","T","0.5","0.0","0.0","0.5","0.0","10.0","0.0","11.5"
"29","53.0","--","14.5","5.5","0.0","0.0","3.0","0.0","0.0","T","3.0","19.5"
"30","27.5","--","T","10.0","T","T","T","0.0","0.0","16.0","67.0","39.5"
"31","0.5","--","21.5","--","45.5","--","0.0","1.0","--","274.0","--","32.0"
"總和","461.0","829.5","300.5","117.5","728.5","181.0","31.0","54.0","412.5","1004.5","571.5","877.0"
