
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","5.0","0.0","1.0","2.5","0.0","30.5","40.0","0.0","3.5","0.0","0.0","18.5"
"02","0.0","0.0","3.0","17.0","0.0","0.2","13.5","6.0","0.0","0.0","0.0","4.0"
"03","0.0","60.5","0.0","5.5","0.0","0.0","0.0","50.5","2.5","0.0","0.5","25.0"
"04","0.0","25.0","29.5","3.0","0.0","0.0","0.0","T","1.5","0.0","0.0","47.5"
"05","0.0","14.0","18.0","1.5","0.0","T","T","0.5","0.0","7.5","11.0","25.5"
"06","0.0","16.5","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","20.5","47.0"
"07","0.0","3.5","0.0","13.5","4.5","18.5","1.5","0.0","0.0","0.0","10.5","62.5"
"08","0.0","T","2.0","0.2","0.0","2.5","6.0","0.0","0.0","0.5","43.5","31.5"
"09","0.0","0.2","1.0","2.3","0.0","2.5","0.0","0.0","0.0","0.5","T","60.0"
"10","0.0","0.0","43.5","0.0","20.0","0.0","37.5","1.5","0.0","2.0","2.0","111.5"
"11","0.0","0.0","0.0","8.0","4.0","0.5","0.0","T","0.0","46.0","0.0","41.0"
"12","7.0","0.0","1.0","12.5","12.0","0.0","0.0","0.0","113.5","78.0","11.0","8.0"
"13","7.5","0.5","33.0","0.0","0.0","0.0","0.0","0.0","184.0","71.5","38.5","0.0"
"14","5.0","0.0","10.5","0.0","0.0","0.0","0.0","0.0","1.0","4.5","17.0","38.0"
"15","18.0","0.0","0.0","0.1","0.0","0.0","T","0.0","0.4","41.5","0.0","65.5"
"16","1.0","19.0","0.0","0.0","57.0","0.0","0.0","0.0","0.0","18.0","0.0","78.5"
"17","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","T","43.5"
"18","0.5","0.0","0.2","0.0","3.5","0.0","0.0","0.0","0.0","11.0","0.0","13.5"
"19","3.0","0.0","3.5","0.0","10.0","0.0","0.0","0.0","T","7.0","0.0","57.5"
"20","0.0","1.0","0.0","0.2","6.0","0.0","0.0","0.0","22.5","87.5","2.0","20.5"
"21","0.0","0.0","0.0","19.0","66.5","0.0","0.0","T","0.0","58.5","3.0","29.0"
"22","0.0","7.5","6.0","51.5","86.5","0.0","0.0","15.0","0.0","61.5","2.5","41.5"
"23","0.0","T","2.5","46.5","48.0","0.0","0.0","27.5","0.0","3.5","24.5","23.0"
"24","35.0","0.0","3.5","30.0","0.0","0.0","0.0","0.0","33.0","0.0","1.5","9.0"
"25","20.5","0.0","T","0.5","0.2","0.0","22.5","0.0","3.0","0.0","T","19.0"
"26","63.0","0.5","0.0","0.5","13.0","2.0","13.0","0.0","5.5","0.0","0.0","1.5"
"27","3.5","11.5","7.5","0.5","15.5","0.0","0.0","85.5","61.5","0.0","16.0","3.0"
"28","2.0","2.0","31.5","0.0","97.0","0.0","0.0","0.0","45.0","2.5","26.5","2.0"
"29","0.0","0.0","0.5","0.0","17.0","2.5","0.0","13.5","5.5","1.0","28.5","T"
"30","0.0","--","3.0","0.0","4.0","32.5","0.0","T","3.0","0.0","18.5","9.5"
"31","0.0","--","2.0","--","11.0","--","0.0","12.0","--","0.0","--","0.0"
"總和","189.0","161.7","202.7","223.8","475.7","91.7","134.0","212.0","485.4","505.0","277.5","936.5"
